AVzAZOUlmhia5XS5OxXx	I ' m at Yuri Restaurante in Sao Paulo , São Paulo https://t.co/4SegFrx4IU 	 Nao
AVzAYtzOmhia5XS5ONUV	♥ Baile da Vogue ♥ Soirée Glamour à São Paulo ♥ https://t.co/eGYekNvWZL 	 Nao
AVzAZwHhmhia5XS5PXDo	quando eu morei em são paulo consegui ver a diferença 	 Nao
AVzAYV2xmhia5XS5Nxoz	@midoca_ @eu_gabo @Carlos_Ruffeil @biancaportal aeeee tomara que dê certo !! Vamos organizar os chuepas em são paulo 😄 	 Nao
AVzAZ92Tmhia5XS5Pnnn	I ' m at Feira Livre - @sp_prefeitura in São Paulo , SP w / @alinechalet https://t.co/LUTpdtNoDR 	 Nao
AVzAZgpbmhia5XS5PGGL	⚡ ️ “ É hoje ! The Wings Tour chega a São Paulo ” https://t.co/cqRznhCyk4 	 Nao
AVzAYLgkmhia5XS5NlUV	saudade do Henrique e do Marcelo . Tenho que colar em São Paulo esse ano 	 Nao
AVzAaE-Rmhia5XS5PvSF	I ' m at Cafezal in São Paulo , SP https://t.co/wxkpxR4bLi 	 Nao
AVzAZW8amhia5XS5O6zB	Niver da Má !! ( @ Outback Steakhouse - @outbackbrasil in São Paulo , SP ) https://t.co/2mKrEK8y7X 	 Nao
AVzAYwVtmhia5XS5OQi7	⚽ São Paulo x Ituano 🏆 Campeonato Paulista - 9 ° rodada ⏰ 16h00 🏟 Morumbi 📺 PREMIERE https://t.co/RR1bu69Pay 	 Sim
AVzAZNPomhia5XS5OwbC	Ótima noite pra estar em São Paulo 	 Nao
AVzAaEgZmhia5XS5PuwR	alagou tudo aqui em são paulo 	 Nao
AVzAZnVTmhia5XS5PNIJ	Sem samba ! Após ótimo primeiro tempo , Minas sofre virada do Pinheiros em São Paulo pelo @NBB . Confira : https://t.co/U5NRI1Ect2 	 Nao
AVzAYoSEmhia5XS5OHVb	DE REPENTE SE LLENO NATURAL MONQUEY @ Praia da Gamboa - Morro De São Paulo , Bahia https://t.co/0420acXiUN 	 Nao
AVzAZzBymhia5XS5PawO	I ' m at Viaduto Dona Matilde in São Paulo https://t.co/tuQzVTz6xV 	 Nao
AVzAZ8Ofmhia5XS5PlZ2	Fiquei discutindo Jazz com um senhorzinho que apareceu no bar de penetra e dividiu histórias e drinks . Eu amo São Paulo . 	 Nao
AVzAYiVYmhia5XS5OAs-	⚡ ️ “ Com 2º tempo arrasador , Palmeiras vence o São Paulo ” https://t.co/ZRiL73zYvg 	 Sim
AVzAYguImhia5XS5N-xv	I ' m at Paneria in São Paulo , SP https://t.co/yXCBBcQzE8 	 Nao
AVzAZ8Ofmhia5XS5PlYL	#bomdia @ Atibaia , Sao Paulo , Brazil https://t.co/uZsUyfGiTD 	 Nao
AVzAZFjBmhia5XS5Oo0R	CADE O SÃO PAULO AGRESSIVO DO COMEÇO DO ANO ?? SAUDADES 	 Sim
AVzAYY47mhia5XS5N1lm	O que espero dos jogadores do ABC amanhã é que não tenham medo de jogar , de atacar o São Paulo ! Respeitar demais é entrar já perdendo de 1x0 	 Sim
AVzAYUh7mhia5XS5Nv0h	Não temos Chuvas no estado de São Paulo nesta Manhã de Quinta - Feira . CMP 08:31hs 09/03/2017 	 Nao
AVzAYM91mhia5XS5NnLR	esse tempo cinza em São Paulo me fazendo lembrar de Londres , QUE SAUDADE , eu preciso voltar lá , e irei , amém ! 	 Nao
AVzAZeI2mhia5XS5PCvX	Gostei de um vídeo @YouTube https://t.co/FEdr8lSitC - São Paulo - Pegando estrada ! 	 Nao
AVzAY4rBmhia5XS5OaXh	I ' m at @McDonalds_br in Pindamonhangaba , São Paulo https://t.co/XH0gLuS7HY 	 Nao
AVzAYPc6mhia5XS5NqeU	😍 😍 😍 @ Osasco , Sao Paulo https://t.co/Q628Raorpp 	 Nao
AVzAYGqCmhia5XS5NgjD	Contando os meses pro fim . ( @ Universidade Nove de Julho ( UNINOVE ) - @uninoveoficial in São Paulo , SP w / @nnandak ) https://t.co/EFP8aTmuvV 	 Nao
AVzAYwiymhia5XS5OQx3	@melcastro pra mim campeonato paulista não serve pra nada , apenas para preparar o time para o brasileirão !! São Paulo precisa de jogador ! 	 Sim
AVzAZ9LBmhia5XS5Pm0L	Escola icônica em São Paulo é vendida a admirador da extrema direita | Brasil 24 / 7 https://t.co/eHzK2i19zw via @brasil247 	 Nao
AVzAZNrymhia5XS5Ow2j	I ' m at Jucalemão in São Paulo , SP https://t.co/zFDGPnTHcJ 	 Nao
AVzAZespmhia5XS5PDhL	Vagas p / Executivo de Vendas Internas - Easy Taxi - São Paulo / SP - https://t.co/sLxYwuJqnU 	 Nao
AVzAYokQmhia5XS5OHp0	#architecture #interiordesign #deco New Museum of Art Sao Paulo https://t.co/bESI3j7tkW https://t.co/wFkmvbwT0b 	 Nao
AVzAZSrZmhia5XS5O1nz	altos projetos pra ver o william em sao paulo sem minha mãe saber será que consigo ¿ ? a resposta é não 	 Nao
AVzAY4wHmhia5XS5OacB	I ' m at Estação Juventus - Mooca ( CPTM ) - @cptm_oficial in São Paulo , SP https://t.co/b9D4Rc0pvm 	 Nao
AVzAYK1Xmhia5XS5Nk3N	Copa do Brasil : Menon : Luiz Araújo é o presente de Rogério Ceni no São Paulo https://t.co/M5k6RhzkeN #BetaAjudaBeta … https://t.co/8nFIknjqow 	 Sim
AVzAZokamhia5XS5POuU	Com possibilidade de casa cheia , São Paulo volta ao Café pela quinta vez : Com carga de 28 mil ingressos à venda … https://t.co/TExFhaZ5or 	 Sim
AVzAaPlDmhia5XS5P7nu	Gostei de um vídeo @YouTube de @choalovex23 https://t.co/oA9oo024ao PREPARATIVOS PARA A WINGS TOUR IN SAO PAULO 2017 !!! | Choalovex 	 Nao
AVzAYZm1mhia5XS5N2m7	@felixbarross @LollapaloozaBr informação importantíssima !!! Quem não mora em em São Paulo e n pediu pra receber em casa rodou então ???? 	 Nao
AVzAYfsomhia5XS5N9cH	Site do diretório municipal do PT de São Paulo é invadido por hackers - https://t.co/2kOijEXWDc https://t.co/u18PvzuTDF 	 Nao
AVzAaQkcmhia5XS5P81h	Combate aos maus tratos aos animais ! ✨ 🐶 PRIMEIRA DELEGACIA DE CRIMES CONTRA ANIMAIS SÃO PAULO 181 | ( 11 ) ... https://t.co/98WqJBAIwj 	 Nao
AVzAZjYZmhia5XS5PJpZ	Bem que eu poderia dormir e já acordar quarta pra ver o jogo do São Paulo haha 🔴 ⚪ ⚫ 	 Sim
AVzAY7Jvmhia5XS5Odj0	O que cada signo deve mentalizar dia 20 de março https://t.co/Qs29cH1o9n via @VEJA SÃO PAULO 	 Nao
AVzAYXY8mhia5XS5Nzmn	O Studio Paula Magaldi une - se a Prefeitura Municipal de São Paulo na iniciativa Cidade Linda para a renovação da ... https://t.co/19abJdRthu 	 Nao
AVzAYjF_mhia5XS5OBqD	@jozanovalis Foi o caso do Cueva , nenhum BR observou e o São Paulo só achou graças ao DIRETOR DE FUTEBOL . Eu me pergunto , como ngm viu ? 	 Sim
AVzAYdtpmhia5XS5N63v	Tô querendo ir pra são paulo , só por causa da batalha do slam resistencia 	 Nao
AVzAZrZUmhia5XS5PSY2	Esporte - Gaviões da Fiel é tetracampeã do Carnaval de São Paulo https://t.co/rPUO9Ij8EP 	 Nao
AVzAaXbSmhia5XS5QEMa	https://t.co/i9PZjYWVL5 Denis no gol , Cícero suspenso e Júnior vira dúvida : São Paulo terá mudanças - Terra Brasil https://t.co/b7138IwD3g 	 Sim
AVzAYmrHmhia5XS5OFR6	Ornamentos ! 💙 @ Itu , Sao Paulo , Brazil https://t.co/TUSdTMCIwc 	 Nao
AVzAYMF3mhia5XS5NmH4	I ' m at Almanara in São Paulo , SP https://t.co/V6cZa95TzA 	 Nao
AVzAYygVmhia5XS5OTZ4	@jnflesch E Guns em São Paulo ? Esse ano tem ou necas ? 	 Nao
AVzAZBVamhia5XS5OjX_	I ' m at Dito ' s bar ( Bar do Xandão ) in São José Dos Campos , São Paulo https://t.co/sCEaIsRdnC 	 Nao
AVzAZ_ZMmhia5XS5Ppwv	Que saudade que eu tava , não vamo brigar mais não . & lt ; 3 @ Itapecerica , Sao Paulo https://t.co/BBxYy0YId3 	 Nao
AVzAZe0gmhia5XS5PDpe	Veja o terceiro gol do São Paulo . Clique aqui ! https://t.co/BV3t66QdGk https://t.co/LoGO2fqqBb 	 Sim
AVzAYnfQmhia5XS5OGW0	Essa frente fria de São Paulo precisa acelerar e chegar mai rápido no interiorrr 	 Nao
AVzAZdTUmhia5XS5PBpf	hoje aguenta os programas todos falando dos gol do são paulo meu deus 	 Sim
AVzAaHNsmhia5XS5PyYK	@williambender @AllianzParque Palmeiras x São Paulo é dia 12 	 Sim
AVzAYSULmhia5XS5NuUB	Hoje tem São Paulo futebol clube em campo 	 Sim
AVzAaJPrmhia5XS5P06j	São Paulo x São Bento - Campeonato Paulista 2017-2017 - https://t.co/g42wANvDWn #tr https://t.co/KbQYqI3qRB 	 Sim
AVzAYwuMmhia5XS5OREY	I ' m at Cardan Ribeirão in Aracatuba , São Paulo https://t.co/SSfqWqFmXt 	 Nao
AVzAYlpmmhia5XS5ODvy	Neymar provoca polêmica com música pedida no ‘ Fantástico ’ https://t.co/Nnk1BAxQ4Q via @VEJA SÃO PAULO 	 Nao
AVzAaP3jmhia5XS5P7_A	SIGA a movimentação dos blocos em São Paulo https://t.co/viegEa3r9i #Carnaval2017 #G1 https://t.co/PFWQdVp8dB 	 Nao
AVzAYygUmhia5XS5OTWn	@jdeandradeneto e sobre o caso de Rogério no Sport sabes algo fica ou volta para o são Paulo ? 	 Sim
AVzAZA-pmhia5XS5Oi9R	@Fafah_Santoos @FIFAcom Grêmio de Renato Gaúcho é campeão mundial , Flamengo de Zico é campeão , São Paulo de telê é campeão 	 Sim
AVzAZy55mhia5XS5ParH	@Esterbr1 @Estadao ' Assustador : São Paulo registra mais de um estupro por hora em 2016 ' https://t.co/BPFfMq9ZJH 	 Nao
AVzAYwi0mhia5XS5OQ3R	@NoachsDays As vítimas de hoje : trabalhadores de São Paulo e região . 	 Nao
AVzAZqqdmhia5XS5PRYv	Apostas para show ( s ) no Brasil ? Aposto em um só , em São Paulo , no dia 16 de Setembro . E vocês ? Vamos ver se alguém acerta hahahah 	 Nao
AVzAaPf3mhia5XS5P7gF	I ' m at K.Belaria Dom Marcos in Guarulhos , São Paulo https://t.co/n1ljOxmQRr 	 Nao
AVzAZJOBmhia5XS5OsAL	Palmeiras defende invencibilidade de dois anos . É ainda tem #BORJA terror do São Paulo . Desse jeito as bicharada ... https://t.co/ze4LUI0dT2 	 Sim
AVzAZbu4mhia5XS5O_48	Está chegando o dia 23 / quinta - feira onde estaremos tendo o prazer de realizarmos o DEGUSTE CANTU SÃO PAULO ... https://t.co/NeP7PvUMFW 	 Nao
AVzAZf5zmhia5XS5PFCV	Helped nearby drivers by reporting a stand still traffic jam on R.  Voluntários da Pátria , São Paulo on @waze - Drive Social . https : / / goo .... 	 Nao
AVzAYg1Emhia5XS5N-8p	Sdd do São Paulo na época do Caio 	 Sim
AVzAZVeRmhia5XS5O45-	Filipenses 4 - 4 . Regozijai - vos sempre no Senhor ; outra vez digo , regozijai - vos . @ São Paulo , … https://t.co/6PoFS8Z3xG 	 Nao
AVzAYr-1mhia5XS5OMGP	Vale ou não vale ? : Justiça de São Paulo anula 774 leis somente em 2016 https://t.co/TbPbpGEalr https://t.co/qED52jbR8w 	 Nao
AVzAYHcSmhia5XS5Nhma	Rancho dos Gnomos inicia hospedagem com pensão vegana completa pertinho de São Paulo https://t.co/9JKZeh1AfX 	 Nao
AVzAZp4Vmhia5XS5PQaL	No more tennis today . São Paulo will happen tomorrow . 	 Nao
AVzAZ1vOmhia5XS5PeV0	Caralho são Paulo virou freguês do palmeiras duas goleadas seguidas 	 Sim
AVzAYhwAmhia5XS5N_-_	@felipede_souza Do que assisti até aqui , Palmeiras e São Paulo usam bastante . Flamengo tenta , mas com Vaz ... 	 Sim
AVzAZ5Wwmhia5XS5Phfg	Chega de carnaval , agora vamos falar só do São Paulo 	 Sim
AVzAZ8_kmhia5XS5Pmi1	Gooooooollllll do São Paulo , Cícero ⚪ 🔴 ⚫ 	 Sim
AVzAYdiImhia5XS5N6lQ	#BalançoNaRede Técnico do Palmeiras confirma volta de Tchê Tchê contra o São Paulo https://t.co/RenzpP3z0X #R7RS https://t.co/h9qNrw8M72 	 Sim
AVzAZd8Gmhia5XS5PCiT	Milton Cruz acionar o São Paulo na Justiça por pagamento de indenizações https://t.co/J6JiX8pqVw https://t.co/PN0nyBZwzs 	 Sim
AVzAZLsfmhia5XS5Ou50	I ' m at Açai Nova Bar in São Paulo , SP https://t.co/TINOulj4ex 	 Nao
AVzAaEOxmhia5XS5PuSM	Pela primeira vez em São Paulo e no Brasil , a banda alemã Samsara Blues Experiment faz show na Clash Club no dia 11 de março ! http : / / zp 	 Nao
AVzAYpFImhia5XS5OIPg	Retweeted PT Brasil ( @ptbrasil ) : Mira Genoino lança hoje , em São Paulo , livro em que conta a história da prisão ... https://t.co/NHQoXU7C0J 	 Nao
AVzAYfVKmhia5XS5N89C	Santos , São paulo.Greve dos servidores.Fora Temer 10.03.17 https://t.co/o92yX1uKsX via @YouTube 	 Nao
AVzAaFUHmhia5XS5Pv3H	Clube do Morumbi : Cueva supera Ganso e tem início forte com a camisa 10 do São Paulo https://t.co/T7tF2wmcFA 	 Sim
AVzAY6IHmhia5XS5OcMP	jogo do são paulo vai passar na tv , amém 	 Sim
AVzAZxmsmhia5XS5PY8B	Pra você : Emprego nutricionista hospitalar , São Paulo – SP https://t.co/5wCoVSnJdG #empregonoagro 	 Nao
AVzAaFzmmhia5XS5PwkH	PSTC não aproveitou a zaga frágil do São Paulo pra empatar e agora perdeu a classificação com o 4º gol sofrido . 	 Sim
AVzAY-yqmhia5XS5OgtT	I ' m at Quinta da Branca Pães e Doces in São Paulo w / @lindaalcileia @maeliza9 @douglasfiguei @deaguisa https://t.co/HYa2WuJ2nO 	 Nao
AVzAaTZcmhia5XS5QAfO	Acompanhante Morgana Mel um doce de mulher , São Paulo , sou discreta , atenciosa , gosto .. https://t.co/rMnef4Wm86 https://t.co/0ZsCBaRhBr 	 Nao
AVzAZqjumhia5XS5PRPC	Esse menino luiz araujo & lt ; 3 BORA SAO PAULO 	 Sim
AVzAaIkFmhia5XS5P0GG	Carnaval mais pipa do vovô ever , o de São Paulo , meu quadril engessa com tanta falta de ritmo . 	 Nao
AVzAYLm7mhia5XS5NlhZ	NEILTON VEM AÍ E VAI FAZER O QUARTO DO SÃO PAULO PRA CALAR A BOCA DE VOCÊS ! 	 Sim
AVzAZhSemhia5XS5PG-J	I ' m at Jardim Princesa in São Paulo https://t.co/FtNkYtoTMB 	 Nao
AVzAY6TEmhia5XS5OcX_	Gostei de um vídeo @YouTube de @supernok https://t.co/CAw4qN8ay1 VLOG ENCONTRINHO SUPERNIGNO EM SÃO PAULO 	 Nao
AVzAYRYYmhia5XS5NtIF	Há 3 anos , @AvrilLavigne anunciava as primeiras datas da The Avril Lavigne Tour na América do Sul . Rio e São Paulo … https://t.co/yL1A4L5Xht 	 Nao
AVzAZehnmhia5XS5PDQK	Gostei de um vídeo @YouTube de @cruzeiro_club https://t.co/8zPeBhJViJ BATE BOLA - DEFINIDO , CRUZEIRO ENFRENTA SÃO PAULO NA COPA DO 	 Sim
AVzAYbEcmhia5XS5N4fh	São Paulo 3 x 1 ABC - MELHORES MOMENTOS - Copa do Brasil 08/03/2017 https://t.co/8Hh5BOicF9 via @YouTube 	 Sim
AVzAaN-xmhia5XS5P5hd	HOJE TEM SÃO PAULO 🔴 ⚪ ️ ⚫ ️ 👊 🏻 	 Sim
AVzAZePqmhia5XS5PC4S	I ' m at @AmericaBurger in São Paulo , SP w / @jacqueroll https://t.co/m8TK1NtUdA 	 Nao
AVzAaMk7mhia5XS5P4D9	@ShawnMendes SÃO PAULO 	 Nao
AVzAZ-84mhia5XS5PpIX	São Paulo melhor ataque do Brasil 	 Sim
AVzAaOdemhia5XS5P6Od	Acho que só mudou o cabelo 😂 @ São Paulo , Brazil https://t.co/Gali2LEAWS 	 Nao
AVzAYyIfmhia5XS5OS62	I ' m at Bio Ritmo in São Paulo , SP https://t.co/C7rGuPlN0P 	 Nao
AVzAaHA0mhia5XS5PyKp	triste exausto decepcionado ...... tudo por culpa dessE CALOR INSUPORTAVEL ALGUEM CONGELA SÃO PAULO 	 Nao
AVzAaNyymhia5XS5P5Wq	[ Total Flex ] Festa e diversão não vai faltar nos blocos de rua em São Paulo ... https://t.co/UJ95lftTHU 	 Nao
AVzAZD7Umhia5XS5OmnN	Grande amigo @JHenriqueMouta .. quando estará em São Paulo ? Forte abraço https://t.co/9YDLuTjLIN 	 Nao
AVzAaXJbmhia5XS5QDx6	I ' m at Padaria Chic in São Paulo https://t.co/f0cck3vfOU 	 Nao
AVzAZYIXmhia5XS5O8Xi	@Lufthansa_BR olha lufthansa arrasa no Brasil Rio de Janeiro São Paulo no estado unidos Europa inesquecível no mudial brilhar no céu bacana 	 Nao
AVzAZzw2mhia5XS5Pbvb	E hoje tem São Paulo ! 	 Sim
AVzAZFIYmhia5XS5OoG1	VAMOS SÃO PAULO ... sem vacilar https://t.co/yeLbOsHj3G 	 Sim
AVzAYIL7mhia5XS5NijY	Santos #beach #praia #santos #saopaulo #sol @ Santos , Sao Paulo , Brazil https://t.co/yiE6IXMYbr 	 Nao
AVzAaOkNmhia5XS5P6UM	Escola para filhos de super ricos e bilionários irá abrir unidade em São Paulo | Maisonduluxe https://t.co/3GDk6iISNm 	 Nao
AVzAYtdymhia5XS5OMwH	I ' m at La Cantinella in Sao Paulo , São Paulo https://t.co/68cE7tnrqG 	 Nao
AVzAY-FTmhia5XS5OgN9	Senac São Paulo Diário já saiu ! https://t.co/JxGuBO8iPp 	 Nao
AVzAaZSJmhia5XS5QGrE	Saiba como fica a previsão do tempo neste carnaval em São Paulo e no Rio https://t.co/ty1jkJaqAg https://t.co/osvE72zOdf 	 Nao
AVzAZc2Zmhia5XS5PBBA	A diretoria do São Paulo vai se precaver contra o assédio de times do exterior e deve anunciar nos próximos dias ... https://t.co/0BPOV01nM2 	 Sim
AVzAYwpCmhia5XS5OQ5Q	I ' m at Café - 3º Andar - @itau in São Paulo , SP https://t.co/9on3iwztw7 	 Nao
AVzAYQ1cmhia5XS5NsYk	Pole dance ( @ Room 52 in São Paulo w / @pathy ) https://t.co/J2fDarsTVz 	 Nao
AVzAZgAVmhia5XS5PFPP	@Nay_balarotti @ABCFC graças a Deus , pq São Paulo brincou de perder gol , ainda bem . Agora é na frasqueira . 	 Sim
AVzAZGGrmhia5XS5OpdI	#bbcaos vamos São Paulo . #SPFC 	 Sim
AVzAYdtpmhia5XS5N64t	Fã fica 6 meses acampado na fila para ver show de Justin Bieber em São Paulo - Cultura - Estadão https://t.co/ZQqY4xmQ9E 	 Nao
AVzAZxEdmhia5XS5PYPr	São Paulo - SP - Brasil . Bloco Bollywood . #Brazil #Bollywoodstyle @ Consolação https://t.co/ReUJ6MGIuf 	 Nao
AVzAaHNrmhia5XS5PyT4	@tathiane_viSccp Sim , mas não dá pra comparar os dois jogos . São Paulo mostrou um futebol muito bonito , é o ataque mais potente da América 	 Sim
AVzAYM35mhia5XS5NnCR	@OSDONOSDABOLA Boa tarde galera ! Sou Matogrossense e moro em São Paulo . QUERO muito ganhara a camisa do @LuverdenseMT ! Abraço à todos ... 	 Nao
AVzAYMX6mhia5XS5NmfH	jake bugg em sao paulo eu em sao paulo jake bugg rico eu pobre 	 Nao
AVzAaPlDmhia5XS5P7nr	Apartamento alto padrão 3 dorm ( s ) - Jardim Avelino , São Paulo - SP https://t.co/YedXqrjwxx 	 Nao
AVzAYeXrmhia5XS5N7tB	Sexta 🙌 🏻 ( @ HUS ARQUITETOS in SÃO PAULO , SP ) https://t.co/f1mYenl4Wj 	 Nao
AVzAZSwRmhia5XS5O1s0	To vendendo um ingresso da Purpose tour em São Paulo , no dia 2 . Setor : cadeira inferior , ingresso inteiro !! BIEBER JFC #JFCJustinBieber 	 Nao
AVzAYWC6mhia5XS5Nxy7	Como nois que ta amanha depois do jogo ? Ajuda aew São Paulo https://t.co/aF6UTYwnUZ 	 Sim
AVzAZiO7mhia5XS5PIGQ	Brasiiil decime que se siente 🎶 ♩ 🎧 @ Morro de São Paulo https://t.co/ooahyj9mbr 	 Nao
AVzAY6-cmhia5XS5OdVY	I ' m at Espaço Vida Saudável in São Paulo https://t.co/daUpOQgEZL 	 Nao
AVzAaRNVmhia5XS5P9ti	@robertolioi Depois da pancada que levou do São Paulo perdeu o rumo 	 Sim
AVzAZyW-mhia5XS5PZ7p	@MattosoM @PowerOtaku @jluiz1981 lembrando que ter uma Foxconn em São Paulo não barateou o iPhone . A Apple embolsou bonito a diferença . 	 Nao
AVzAZxVpmhia5XS5PYkn	ESSA DEFESA DO SÃO PAULO É UM LIXO ABSURDO !!!!! 	 Sim
AVzAYRNHmhia5XS5Nsy8	Kiara Sasso show em São Paulo - SP https://t.co/Iksb25LF0N ( #copadobrasil #sorteiodacopadobrasil #musicaaovivo ) 	 Nao
AVzAZ7rfmhia5XS5PkpM	Quem é o dono da São Paulo Mania ? 	 Nao
AVzAZPutmhia5XS5OzOr	Bom dia Jesus te ama !!! @ Santos , Sao Paulo , Brazil https://t.co/wMNgjY6Vtx 	 Nao
AVzAYPjQmhia5XS5Nqqq	⚠ ️ GENTE ⚠ ️ MINHA AMIGA TA VENDENDO 2 INGRESSOS MEIA PRO SHOW DO JUSTIN INFERIOR A SÃO PAULO ( 02 / 04 ) PREÇO A COMBINAR ; 	 Nao
AVzAYPuUmhia5XS5Nq4A	#FalaBrasil chegou a liderança hoje em São Paulo com picos de 9 pontos ! 	 Nao
AVzAZ0gDmhia5XS5PctR	ATENÇÃO : MARGINAIS SOLTOS NA ZONA NORTE DA CIDADE DE SÃO PAULO . O GOLPE É PEDIR , COMIDA , ÁGUA E ROUPAS . CUIDADO . https://t.co/7kYh22He0a 	 Nao
AVzAZ2Pvmhia5XS5Pe6i	Esp_Interativo : FIIIIIM DE PRIMEIRO TEMPO ! No Morumbi , São Paulo e São Bento vão empatando em 1 a 1 ! Quem leva a m … https://t.co/3EsLFNK2m4 	 Sim
AVzAZJBamhia5XS5Or2m	Cueva marca de bico , São Paulo empata com ABC e avança na Copa do Brasil https://t.co/bZmMQTiyVC https://t.co/tLVjPmWoqj 	 Sim
AVzAZTphmhia5XS5O27A	Palmeiras vs São Paulo highlights https://t.co/KiOqdCNxYr 	 Sim
AVzAZbRTmhia5XS5O_Mu	Veja como está a partida entre Palmeiras 0 x 0 São Paulo - Paulista https://t.co/686S6BxTGF @UOLEsporte #PlacarUOL 	 Sim
AVzAZiUAmhia5XS5PIPw	Essa é a ideia ! ( @ Salagáh Corretora de seguros in São Paulo , SP w / @jferpri @pipoferpri ) https://t.co/abPWZHA5jI https://t.co/CQ0sloWmtY 	 Nao
AVzAaHAzmhia5XS5PyIj	I ' m at Café Moinho in São Paulo , SP https://t.co/j2x0ejdiRi 	 Nao
AVzAYY46mhia5XS5N1lO	Receita Federal e Prefeitura de São Paulo anunciam integração e simplificação na abertura de empresas https://t.co/c5YaK12u5u 	 Nao
AVzAZcrnmhia5XS5PA2d	Com erros de arbitragem , São Paulo Goleia o Santo André com 4x1 https://t.co/0xMVOVFjeN #oqueénotícia #santosandré 	 Sim
AVzAYmaDmhia5XS5OE0c	Cruzeiro x São Paulo #Humor , #Informação , #Entretenimento ! Espaço jovem global . https://t.co/FDpHxOxJdk 	 Sim
AVzAYVLamhia5XS5Nwrj	Vagas p / Analista de Recrutamento e Seleção Pleno - Soulan - São Paulo / SP - https://t.co/wNL4g4KsCa 	 Nao
AVzAY39wmhia5XS5OZjM	The Pretty Reckless - Since You ' re Gone - São Paulo - Espaço das Américas - 10/03/2017 : https://t.co/sZhqxoivFQ via @YouTube 	 Nao
AVzAZeDkmhia5XS5PClv	Tem um arco - íris na minha foto ❤ 🌈 @ Bady Bassitt , Sao Paulo , Brazil https://t.co/lh86YMFmdj 	 Nao
AVzAYvBLmhia5XS5OO8J	Renan brilha , mas defesa volta a falhar , e São Paulo só empata com o Ituano : Em péssima atuação do Tricolor … https://t.co/0fcKJhMJAE 	 Sim
AVzAZJeUmhia5XS5Osda	Opinião : São Paulo joga mal e fica no empate com o Ituano , no Morumbi #SPFC #Paulistao2017 https://t.co/u9GYJwpEHL 	 Sim
AVzAZb6Imhia5XS5PAC_	São Paulo 4 x 1 Santo André , Melhores Momentos , Paulistão 2017 https://t.co/UZValQTXQW 	 Sim
AVzAYpFImhia5XS5OIOz	03-13 SAO PAULO , BRAZIL - MARCH 12 : Sergio Vieira coach of Sao ... https://t.co/8x9r0jHf3M #curteadearges 	 Nao
AVzAYvYhmhia5XS5OPY7	#emprego ANALISTA DE ASSISTÊNCIA TÉCNICA - https://t.co/9gpnMOyBvY - #São Paulo 	 Nao
AVzAYjWtmhia5XS5OCEW	#SelecaoSportv um time com boa defesa , um ataque mais ou menos , adeus São Paulo . Toma muito gol . Defesa fraquíssima . 	 Sim
AVzAZo7jmhia5XS5PPL_	vem são paulo mete mais 2 	 Sim
AVzAaTZcmhia5XS5QAg4	Partner in sup 🌴 🏄 🏻 ‍ ♀ ️ 🏄 🏽 ‍ ♀ ️ @ São Sebastião , São Paulo https://t.co/iR2KwbEO7Y 	 Nao
AVzAYoSEmhia5XS5OHTz	Esse camisa 10 do Wistermann ( não sei como se escreve , desculpa hehehe ) é bom hein , fica de olho São Paulo ! 	 Sim
AVzAaYiSmhia5XS5QFtW	O melhor hambúrguer de São Paulo sendo q qm avaliou foi o próprio dono #pesadelonacozinha 	 Nao
AVzAYa0omhia5XS5N4O4	I ' m at Circus Hair in São Paulo , SP https://t.co/EBEKMhNpXK https://t.co/k8ZKen4AES 	 Nao
AVzAZBPjmhia5XS5OjQH	✈ ️ ♥ ️ 😅 — viajando para Goiana de GRU Airport - Aeroporto Internacional de São Paulo https://t.co/ZcPxsuemha 	 Nao
AVzAaUkpmhia5XS5QB4Q	Carnaval chegando no meu #windows10 com o #windowsspotlight @ São Paulo , Brazil https://t.co/FnoSlAjChk 	 Nao
AVzAZyzimhia5XS5Pagh	Obrigado meu São Paulo por mais uma vitória 👊 ❤ Oleee olaaa O Pratto é melhor que Drogba 🎶 	 Sim
AVzAaarJmhia5XS5QIV8	SÃO PAULO - BRASIL , CRIANÇAS , IDOSOS , TODOS JOGADOS NA SARJETA A MANDO DA JUSTIÇA E DO PRÓPRIO GOVERNO DO ESTADO https://t.co/yFiHnRqlAj 	 Nao
AVzAYvTImhia5XS5OPQM	I ' m at Aska in São Paulo , SP https://t.co/XB2mKA8JMk 	 Nao
AVzAaPxCmhia5XS5P78z	Mariana Belém comemora aniversário das filhas com festa em São Paulo https://t.co/t58v9DPMOs 	 Nao
AVzAYxWzmhia5XS5OR3-	@desgracaverde santos e sao paulo denis espalma na trave q nem um farofeiro e sobra pro rodrigao 	 Sim
AVzAYbcqmhia5XS5N49j	Crefisa patrocinou o carnaval de São Paulo Crefisa deu 1 milhão pra mancada verde 🤔 🤔 🤔 🤔 🤔 🤔 🤔 🤔 	 Nao
AVzAYybtmhia5XS5OTVO	Libertadores sem Boca e São Paulo é tão esquisito . É como se faltasse algo . 	 Sim
AVzAZlXJmhia5XS5PK2R	https://t.co/EqUUHZFYwi #Pamplona Bruno divide deveres no São Paulo : “ Boa defesa começa na frente ” https://t.co/VhpaM2nApH 	 Sim
AVzAYo3qmhia5XS5OIAE	Palmeiras 3 x 0 São Paulo - JOGO COMPLETO - Paulistão 2017 @ESavoia https://t.co/cDK77ehixb 	 Sim
